Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Male,Total,45
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Male,White,39
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Black/African-American,7
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Native American,1
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,Total,56
06/30/2020 11:59:00 PM,2020,Code Compliance,Total Employees,Total,White,48
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,Total,8
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Female,White,8
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,Total,5
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Male,White,4
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,Total,13
06/30/2020 11:59:00 PM,2020,Community Development,Total Employees,Total,White,12
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,Total,11
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Female,White,11
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Multiracial,1
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,Total,2
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Male,White,1
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Multiracial,1
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,Total,13
06/30/2020 11:59:00 PM,2020,Comptroller,Total Employees,Total,White,12
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,Total,26
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Female,White,25
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,Total,17
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Male,White,16
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Black/African-American,2
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,Total,43
06/30/2020 11:59:00 PM,2020,Dispatch,Total Employees,Total,White,41
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,Total,4
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Female,White,4
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,Total,2
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Male,White,2
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,Total,6
06/30/2020 11:59:00 PM,2020,Economic Development,Total Employees,Total,White,6
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Hispanic/Latino,2
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,Total,12
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Female,White,10
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,Total,21
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Male,White,19
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Hispanic/Latino,3
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,Total,33
06/30/2020 11:59:00 PM,2020,Engineering,Total Employees,Total,White,29
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Multiracial,1
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,Total,14
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Female,White,12
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Black/African-American,5
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Hispanic/Latino,2
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Multiracial,1
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,Total,92
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Male,White,84
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Black/African-American,5
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Hispanic/Latino,3
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Multiracial,2
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,Total,106
06/30/2020 11:59:00 PM,2020,Environmental Services,Total Employees,Total,White,96
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Native American,1
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,Total,8
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Female,White,5
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Black/African-American,4
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,Total,7
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Male,White,2
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Black/African-American,5
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Hispanic/Latino,2
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Native American,1
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,Total,15
06/30/2020 11:59:00 PM,2020,Executive Office,Total Employees,Total,White,7
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Multiracial,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,Total,6
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Female,White,5
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,Total,40
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Male,White,38
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Multiracial,1
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,Total,46
06/30/2020 11:59:00 PM,2020,Facilities and Fleet,Total Employees,Total,White,43
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,Total,14
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Female,White,13
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Black/African-American,5
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Hispanic/Latino,4
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Multiracial,3
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,Total,186
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Male,White,174
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Black/African-American,6
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Hispanic/Latino,4
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Multiracial,3
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,Total,200
06/30/2020 11:59:00 PM,2020,Fire Department,Total Employees,Total,White,187
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,Total,5
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Female,White,5
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,Total,5
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Male,White,4
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,Total,10
06/30/2020 11:59:00 PM,2020,Fiscal Services,Total Employees,Total,White,9
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,Total,1
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Male,White,1
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,Total,1
06/30/2020 11:59:00 PM,2020,Golf Course,Total Employees,Total,White,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Black/African-American,4
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Native American,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,Total,10
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Female,White,5
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Asian,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Black/African-American,3
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Hispanic/Latino,2
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Multiracial,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,Total,11
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Male,White,4
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Asian,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Black/African-American,7
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Hispanic/Latino,2
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Multiracial,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Native American,1
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,Total,21
06/30/2020 11:59:00 PM,2020,Human Resources,Total Employees,Total,White,9
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,Total,8
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Female,White,8
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,Total,8
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Male,White,6
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Black/African-American,1
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,Total,16
06/30/2020 11:59:00 PM,2020,Income Tax,Total Employees,Total,White,14
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,Total,3
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Male,White,3
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Black/African-American,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,Total,3
06/30/2020 11:59:00 PM,2020,Information Technology,Total Employees,Total,White,3
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Black/African-American,6
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,Total,27
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Female,White,21
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Black/African-American,2
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Multiracial,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,Total,19
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Male,White,17
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Black/African-American,8
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Multiracial,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,Total,46
06/30/2020 11:59:00 PM,2020,Library,Total Employees,Total,White,38
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Black/African-American,3
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,Total,15
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Female,White,12
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Asian,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Black/African-American,10
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Multiracial,1
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Native American,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,Total,24
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Male,White,12
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Asian,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Black/African-American,13
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Hispanic/Latino,1
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Multiracial,1
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Native American,0
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,Total,39
06/30/2020 11:59:00 PM,2020,Mobile GR,Total Employees,Total,White,24
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Asian,0
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Black/African-American,2
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Hispanic/Latino,0
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Multiracial,0
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Native American,0
06/30/2020 11:59:00 PM,2020,Our Community's Children,Total Employees,Female,Total,3
